CWE_ID,Name,Description,URL
1297,Unprotected Confidential Information on Device is Accessible by OSAT Vendors,The product does not adequately protect confidential information on the device from being accessed by Outsourced Semiconductor Assembly and Test (OSAT) vendors.,https://cwe.mitre.org/data/definitions/1297.html
1298,Hardware Logic Contains Race Conditions,A race condition in the hardware logic results in undermining security guarantees of the system.,https://cwe.mitre.org/data/definitions/1298.html
1299,Missing Protection Mechanism for Alternate Hardware Interface,The lack of protections on alternate paths to access                 control-protected assets (such as unprotected shadow registers                 and other external facing unguarded interfaces) allows an                 attacker to bypass existing protections to the asset that are 		only performed against the primary path.,https://cwe.mitre.org/data/definitions/1299.html
13,ASP.NET Misconfiguration: Password in Configuration File,Storing a plaintext password in a configuration file allows anyone who can read the file access to the password-protected resource making them an easy target for attackers.,https://cwe.mitre.org/data/definitions/13.html
130,Improper Handling of Length Parameter Inconsistency,"The product parses a formatted message or structure, but it does not handle or incorrectly handles a length field that is inconsistent with the actual length of the associated data.",https://cwe.mitre.org/data/definitions/130.html
1300,Improper Protection of Physical Side Channels,"The device does not contain sufficient protection 	mechanisms to prevent physical side channels from exposing 	sensitive information due to patterns in physically observable 	phenomena such as variations in power consumption, 	electromagnetic emissions (EME), or acoustic emissions.",https://cwe.mitre.org/data/definitions/1300.html
1301,Insufficient or Incomplete Data Removal within Hardware Component,The product's data removal process does not completely delete all data and potentially sensitive information within hardware components.,https://cwe.mitre.org/data/definitions/1301.html
1302,Missing Source Identifier in Entity Transactions on a System-On-Chip (SOC),The product implements a security identifier mechanism to differentiate what actions are allowed or disallowed when a transaction originates from an entity. A transaction is sent without a security identifier.,https://cwe.mitre.org/data/definitions/1302.html
1303,Non-Transparent Sharing of Microarchitectural Resources,"Hardware structures shared across execution contexts (e.g., caches and branch predictors) can violate the expected architecture isolation between contexts.",https://cwe.mitre.org/data/definitions/1303.html
1304,Improperly Preserved Integrity of Hardware Configuration State During a Power Save/Restore Operation,"The product performs a power save/restore             operation, but it does not ensure that the integrity of             the configuration state is maintained and/or verified between 	    the beginning and ending of the operation.",https://cwe.mitre.org/data/definitions/1304.html
131,Incorrect Calculation of Buffer Size,"The product does not correctly calculate the size to be used when allocating a buffer, which could lead to a buffer overflow.",https://cwe.mitre.org/data/definitions/131.html
1310,Missing Ability to Patch ROM Code,Missing an ability to patch ROM code may leave a System or System-on-Chip (SoC) in a vulnerable state.,https://cwe.mitre.org/data/definitions/1310.html
1311,Improper Translation of Security Attributes by Fabric Bridge,The bridge incorrectly translates security attributes from either trusted to untrusted or from untrusted to trusted when converting from one fabric protocol to another.,https://cwe.mitre.org/data/definitions/1311.html
1312,Missing Protection for Mirrored Regions in On-Chip Fabric Firewall,"The firewall in an on-chip fabric protects the main addressed region, but it does not protect any mirrored memory or memory-mapped-IO (MMIO) regions.",https://cwe.mitre.org/data/definitions/1312.html
